cast_set_num,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes
CS4244,Walter Salles,179,Fernanda Montenegro,119,Matheus Nachtergaele,14,Othon Bastos,11,167
CS4245,Frank Capra,964,Ann-Margret,931,Glenn Ford,416,Thomas Mitchell,248,2167
CS4246,Isaac Florentine,81,Anthony L. Fernandez,640,Nick Chinlund,277,Scott Evans,214,1517
CS4247,Susan Seidelman,39,Dyan Cannon,267,Michael Nouri,225,Brenda Vaccaro,183,1231
CS4248,Michael Polish,35,Olivia Rose Keegan,216,Patrick Bauchau,158,Mia Barron,21,423
CS4249,Heidi Ewing,4,Greg Crowe,875,James Ransone,412,Tempestt Bledsoe,394,2305
CS4250,Richard Donner,503,Lee Remick,264,Patrick Troughton,139,Billie Whitelaw,108,673
CS4251,Alexandre Aja,192,Cécile De France,447,Maïwenn,236,Oana Pellea,142,923
CS4252,Leon Ford,18,Maeve Dermody,130,Patrick Brammall,96,Kelly Paterniti,39,362
CS4253,Hank Braxtan,6,Q'orianka Kilcher,679,Gregory Cruz,234,Allegra Carpenter,29,964
CS4254,Craig Brewer,153,Isaac Hayes,275,Paula Jai Parker,247,Elise Neal,165,727
CS4255,Billy Wilder,0,Nehemiah Persoff,105,Joe E. Brown,103,George Raft,102,527
CS4256,John Carl Buechler,152,Kane Hodder,935,Terry Kiser,448,William Butler,181,1855
CS4257,Victor Fleming,149,Margaret Hamilton,695,Terry,421,Billie Burke,357,2509
CS4258,Mel Brooks,0,Madeline Kahn,1000,Peter Boyle,595,Teri Garr,481,2703
CS4259,George A. Romero,0,Megan Park,569,Shawn Roberts,529,Joe Dinicol,192,1797
CS4260,Rajkumar Hirani,124,Vidya Balan,464,Sanjay Dutt,426,Jimmy Shergill,327,1761
CS4261,Victor Nunez,9,Peter Fonda,402,Patricia Richardson,222,Vanessa Zima,42,787
CS4262,Carroll Ballard,19,Teri Garr,481,Kelly Reno,81,Hoyt Axton,48,681
CS4263,Rohit Jugraj,2,Bhavkhandan Singh Rakhra,258,Neeru Bajwa,85,Diljit Dosanjh,32,434
CS4264,Thorbjørn Christoffersen,0,Iben Hjejle,122,Frank Hvam,33,Casper Christensen,13,197
CS4265,John Ford,673,Lee Marvin,756,Cesar Romero,370,Jack Warden,359,1949
CS4266,Alex van Warmerdam,53,Rijk de Gooyer,20,Ariane Schluter,3,Henri Garcin,2,25
CS4267,Victor Fleming,149,Spencer Tracy,760,Esther Williams,675,Irene Dunne,315,2555
CS4268,Mel Brooks,0,Madeline Kahn,1000,David Huddleston,1000,Harvey Korman,628,4701
CS4269,Joseph Zito,17,Judie Aronson,158,Tom Everett,84,Kimberly Beck,74,467
CS4270,Pawel Pawlikowski,84,Joanna Kulig,88,Agata Trzebuchowska,64,Agata Kulesza,46,205
CS4271,James Ivory,133,Rupert Graves,443,Denholm Elliott,249,Simon Callow,239,1269
CS4272,Frank Sebastiano,3,Joe Lo Truglio,833,Laurie Metcalf,549,Seymour Cassel,327,2753
CS4273,Rand Ravich,7,Johnny Depp,40000,Charlize Theron,9000,Clea DuVall,1000,52621
CS4274,Stacy Peralta,147,Gerry Lopez,52,Gabrielle Reece,52,Laird John Hamilton,28,179
CS4275,Nacho Vigalondo,76,Karra Elejalde,123,Nacho Vigalondo,76,Bárbara Goenaga,36,239
CS4276,Hao Ning,0,Jack Kao,11,Bo Huang,4,Zheng Xu,4,19
CS4277,Tony Giglio,6,Brianna Brown,331,Nick Searcy,272,Beth Broderick,209,1082
CS4278,Stanley Donen,134,Rita Moreno,804,Debbie Reynolds,786,Cyd Charisse,390,2510
CS4279,Joe Cross,65,Joe Cross,65,Joel Fuhrman,2,Amy Badberg,0,67
CS4280,Michael Tiddes,89,Essence Atkins,713,Alanna Ubach,584,J.B. Smoove,555,3421
CS4281,Dinesh D'Souza,67,Barack Obama,871,Zackary Steven Graham,118,Dinesh D'Souza,67,1111
CS4282,Rob Zombie,0,Scout Taylor-Compton,908,Tyler Mane,764,Margot Kidder,593,3226
CS4283,Tom Hanks,15000,Tom Hanks,15000,Charlize Theron,9000,Ethan Embry,982,28713
CS4284,Tommy Lee Wallace,24,Tom Atkins,381,Dan O'Herlihy,128,Nancy Kyes,67,684
CS4285,Don Taylor,11,Roddy McDowall,595,M. Emmet Walsh,521,Sal Mineo,450,2373
CS4286,Martin Ritt,58,Patricia Neal,617,Melvyn Douglas,189,Whit Bissell,124,1141
CS4287,Leslie Small,15,David Jason Perez,1000,La'Princess Jackson,309,Dana Hanna,36,1385
CS4288,Gus Van Sant,835,Keanu Reeves,18000,Udo Kier,595,Flea,535,19923
CS4289,Zach Braff,0,Armando Riesco,625,Michael Weston,379,Jill Flint,294,1655
CS4290,Richard Linklater,0,Hanno Pöschl,15,Hans Weingartner,12,Dominik Castell,4,36
CS4291,Éric Tessier,0,Patrick Huard,50,Michel Côté,16,Jean Pierre Bergeron,6,79
CS4292,Alison Maclean,7,Billy Crudup,745,Samantha Morton,631,Mark Webber,442,2125
CS4293,Alice Wu,13,Joan Chen,643,Ato Essandoh,265,Jessica Hecht,209,1396
CS4294,Sarah Gavron,34,Satish Kaushik,56,Christopher Simpson,41,Tannishtha Chatterjee,40,150
CS4295,Jake Schreier,14,Frank Langella,902,Joshua Ormond,291,Ana Gasteyer,215,1980
CS4296,Isabel Coixet,148,Sarah Polley,900,Julian Richings,648,Amanda Plummer,471,2972
CS4297,James Ponsoldt,53,Shailene Woodley,8000,Jennifer Jason Leigh,1000,Dayo Okeniyi,478,10040
CS4298,Randall Miller,19,William Hurt,882,Elden Henson,577,Michael Bower,362,1967
CS4299,Larry Charles,119,Bill Maher,334,Tal Bachman,4,Steve Burg,0,338
CS4300,Joshua Tickell,9,Larry David,860,Sheryl Crow,130,George W. Bush,125,1252
CS4301,Tim Boxell,10,Bruce McGill,655,Diana Scarwid,157,Tom Bower,107,1064
CS4302,Rawson Marshall Thurber,43,Gary Cole,989,Stephen Root,939,Joel David Moore,936,4730
CS4303,Michael D. Sellers,0,Katharine Ross,640,Carly Schroeder,261,George Harris,249,1491
CS4304,Reed Cowan,0,Dustin Lance Black,191,Emily Pearson,12,Gavin Newsom,5,210
CS4305,James Dodson,8,Larry Miller,611,Anupam Kher,397,Shriya Saran,315,1739
CS4306,Stefan Ruzowitzky,24,Benno Fürmann,127,Rüdiger Vogler,10,Sebastian Blomberg,10,163
CS4307,Alex Rivera,8,Leonor Varela,426,Jacob Vargas,399,Tenoch Huerta,35,862
CS4308,James Gunn,571,Linda Cardellini,2000,Rainn Wilson,973,Paul T. Taylor,370,4590
CS4309,John Murlowski,20,Ashley Scott,794,Piper Mackenzie Harris,607,Lochlyn Munro,555,2579
CS4310,Benni Diez,2,Clifton Collins Jr.,968,Cecilia Pillado,625,David Masterson,577,3157
CS4311,Danny Perez,0,Natasha Lyonne,1000,Emmanuel Kabongo,677,Mark Webber,442,2406
CS4312,Spike Lee,0,Bernie Mac,1000,Harry Lennix,748,Andre Braugher,702,5963
CS4313,Robby Henson,9,Marc Blucas,973,Max Ryan,872,Justine Waddell,201,2306
CS4314,Mike Judge,406,Anthony 'Citric' Campos,586,Patrick Fischler,497,David Herman,233,1490
CS4315,Zackary Adler,0,Simon Merrells,490,Kevin Leslie,159,Kris Sommerville,109,881
CS4316,Shane Meadows,222,Stephen Graham,1000,Joseph Gilgun,788,Jack O'Connell,698,3282
CS4317,Dominic Burns,15,Julian Glover,844,Sean Pertwee,722,Bianca Brigitte VanDamme,663,3132
CS4318,George Sidney,24,Esther Williams,675,Basil Rathbone,659,Red Skelton,226,1627
CS4319,Carmen Marron,29,Jossara Jinaro,847,Aimee Garcia,618,Rene Rosado,76,1668
CS4320,Tim McCanlies,23,Ethan Embry,982,Michael O'Neill,599,Alexandra Holden,326,2580
CS4321,George Sidney,24,Agnes Moorehead,960,Ava Gardner,715,Howard Keel,244,2329
CS4322,Mario Van Peebles,535,Tom Skerritt,1000,Cinda McCain,646,Luke Perry,608,3586
CS4323,Jason Stone,14,Topher Grace,2000,Ellen Burstyn,1000,Christopher Heyerdahl,826,4385
CS4324,Jerry Rees,115,Jon Lovitz,11000,Phil Hartman,516,Mindy Sterling,385,12359
CS4325,James Algar,11,Leopold Stokowski,16,Deems Taylor,0,,,16
CS4326,William Friedkin,607,Roy Scheider,813,Fernando Rey,165,Tony Lo Bianco,109,1196
CS4327,Jaco Booyens,37,Nicole Smolen,210,Sebastian Aguilar,0,Ivette Alvarez,0,210
CS4328,Steve Miner,49,Richard Brooker,72,Dana Kimmell,31,Catherine Parks,20,174
CS4329,Danny Steinmann,13,Tiffany Helm,42,Melanie Kinnaman,27,Dominick Brascia,17,170
CS4330,Michael Landon Jr.,84,Henry Thomas,861,Louise Fletcher,425,A.J. Buckley,275,2161
CS4331,Jon Gunn,16,Alexa PenaVega,2000,Delroy Lindo,848,Madison Pettis,835,6752
CS4332,Hayley Cloake,0,Brian Austin Green,676,Kayla Ewell,399,Linden Ashby,306,1651
CS4333,Tay Garnett,10,Jessica Tandy,509,Greer Garson,284,Lionel Barrymore,275,1490
CS4334,Shyam Madiraju,0,Jessica Lowndes,1000,Ethan Peck,800,Brad Schmidt,708,3799
CS4335,Harmage Singh Kalirai,11,Saeed Jaffrey,114,Zohra Segal,79,Shobu Kapoor,18,244
CS4336,Rita Merson,5,Ryan Guzman,3000,James Wolk,938,Jason Ritter,782,6085
CS4337,Jon Knautz,10,Rachel Skarsten,371,Daniel Kash,52,Stefanie Drummond,42,558
CS4338,William Wyler,355,Myrna Loy,749,Teresa Wright,208,Dana Andrews,188,1941
CS4339,Larry Clark,184,Kelli Garner,730,Nick Stahl,648,Brad Renfro,551,3293
CS4340,Petter Næss,16,Jørgen Langhelle,117,Per Christian Ellefsen,21,Sven Nordin,14,155
CS4341,Robert Fontaine,7,Michael Derek,128,Arturo Castro,22,Brad Lee Wind,17,214
CS4342,Jaume Balagueró,57,Manuela Velasco,120,Pablo Rosso,9,Carlos Lasarte,7,145
CS4343,Patricia Cardoso,15,Rosie Perez,919,Martha Higareda,718,Cheyenne Haynes,650,3873
CS4344,Dan Perri,0,Travis Myers,749,David Proval,354,Carmen Argenziano,338,1814
CS4345,Neil Mcenery-West,0,Walter Hendrix III,846,Michael Chapman,366,Louise Brealey,260,2044
CS4346,Anthony O'Brien,7,James Ransone,412,Maria Doyle Kennedy,308,Shaun O'Hagan,106,1020
CS4347,Terence Young,92,Robert Shaw,559,Daniela Bianchi,201,Lois Maxwell,177,1456
CS4348,Michael Herz,6,Phoebe Legere,40,Jessica Dublin,30,Lisa Gaye,14,99
CS4349,,,Carroll O'Connor,480,Alan Autry,360,Crystal R. Fox,213,1736
CS4350,Woody Allen,11000,Woody Allen,11000,John Beck,66,Mews Small,45,11192
CS4351,David Robert Mitchell,421,Maika Monroe,314,Ruby Harris,189,Jake Weary,159,1062
CS4352,Woody Allen,11000,Woody Allen,11000,John Carradine,300,Lynn Redgrave,258,12034
CS4353,Robert Mulligan,89,Robert Duvall,3000,Brock Peters,226,William Windom,161,3833
CS4354,George Miller,750,Vernon Wells,745,Bruce Spence,531,Kjell Nilsson,41,1396
CS4355,Chia-Liang Liu,32,Andy Lau,483,Anita Mui,147,Ho-Sung Pak,75,768
CS4356,Stanley Kubrick,0,James Mason,618,Shelley Winters,367,Lois Maxwell,177,1404
CS4357,Kimberly Peirce,108,Alicia Goranson,173,Brendan Sexton III,148,Jeannetta Arnette,103,563
CS4358,Chris Kentis,9,Eric Sheffer Stevens,120,Julia Taylor Ross,44,Adam Trese,32,218
CS4359,Florian Henckel von Donnersmarck,207,Sebastian Koch,380,Ulrich Mühe,284,Martina Gedeck,155,927
CS4360,Alex Kendrick,589,Ben Davies,690,Alex Kendrick,589,T.C. Stallings,341,2300
CS4361,Robert Rossen,31,George C. Scott,654,Jackie Gleason,491,Murray Hamilton,366,2290
CS4362,Jack Conway,6,Hedy Lamarr,1000,Spencer Tracy,760,Claudette Colbert,380,2555
CS4363,Sylvain Chomet,162,Michel Robin,23,Charles Linton,6,Béatrice Bonifassi,0,29
CS4364,Chris Eyre,149,Michael Greyeyes,912,Irene Bedard,752,Gary Farmer,580,3163
CS4365,Shari Springer Berman,30,Josh Hutcherson,14000,James Urbaniak,119,Daniel Tay,92,14412
CS4366,Richard Linklater,0,Vernon Dobtcheff,50,Albert Delpy,8,Marie Pillet,3,65
CS4367,Alejandro G. Iñárritu,0,Adriana Barraza,85,Jorge Salinas,79,Goya Toledo,35,318
CS4368,Catherine Hardwicke,308,Holly Hunter,1000,Sarah Clarke,482,Kip Pardue,374,2186
CS4369,Elia Kazan,603,Dean Stockwell,936,Celeste Holm,297,John Garfield,167,1846
CS4370,Debra Granik,81,Jennifer Lawrence,34000,Shelley Waggener,248,Lauren Sweetser,179,34446
CS4371,Kevin Macdonald,162,Nicholas Aaron,21,Brendan Mackey,5,Joe Simpson,3,29
CS4372,Henry King,85,Tyrone Power,480,Don Ameche,392,John Carradine,300,1833
CS4373,Miranda July,244,Najarra Townsend,538,Brad William Henke,363,Miranda July,244,1349
CS4374,Charles Ferguson,117,Matt Damon,13000,George W. Bush,125,Barney Frank,18,13145
CS4375,Max Joseph,31,Vanessa Lengies,804,Emily Ratajkowski,625,Jonny Weston,328,3013
CS4376,Jim Jarmusch,0,Henry Silva,251,Gano Grills,147,Richard Portnow,116,675
CS4377,David Ayer,453,J.K. Simmons,24000,Christian Bale,23000,Noel Gugliemi,2000,50313
CS4378,Jerry Jameson,5,David Oyelowo,1000,Leonor Varela,426,Sydelle Noel,349,2739
CS4379,Steven Soderbergh,0,Julia Roberts,8000,Enrico Colantoni,724,Blair Underwood,685,11327
CS4380,Kevin Tenney,85,Kathleen Wilhoite,265,Tawny Kitaen,194,Rose Marie,186,901
CS4381,,,Stephen Colbert,459,Amy Sedaris,396,Maria Thayer,344,1359
CS4382,Kenneth Branagh,0,Julie Christie,597,Brian Blessed,591,Richard Briers,401,1645
CS4383,John Cameron Mitchell,263,Sook-Yin Lee,71,Peter Stickles,51,Raphael Barker,37,226
CS4384,Ari Folman,56,Ari Folman,56,Ronny Dayag,0,Zahava Solomon,0,56
CS4385,Gary Rogers,0,Noah Danby,178,Kirby Heyborne,69,Bruce Newbold,40,359
CS4386,Charles Ferguson,117,Campbell Scott,393,Dick Cheney,21,Donald Rumsfeld,17,446
CS4387,Marielle Heller,22,Alexander Skarsgård,10000,David Fine,1000,Austin Lyon,80,11184
CS4388,,,Anne Hathaway,11000,Jon Tenney,289,Debrah Farentino,143,11618
CS4389,David Sington,90,John F. Kennedy,168,Buzz Aldrin,142,Neil Armstrong,65,408
CS4390,Kelly Reichardt,129,Bruce Greenwood,991,Zoe Kazan,962,Shirley Henderson,887,3427
CS4391,Fenton Bailey,13,Hugh M. Hefner,373,Bill Maher,334,Linda Lovelace,218,1136
CS4392,Bob Giraldi,34,Danny Aiello,388,Manny Perez,159,Ajay Naidu,120,1156
CS4393,Jill Sprecher,11,Alanna Ubach,584,Bob Balaban,559,Jamie Kennedy,490,3011
CS4394,Huck Botko,10,Matt Bennett,189,Krysta Rodriguez,131,Zack Pearlman,126,768
CS4395,Luc Besson,0,Christopher Lambert,1000,Isabelle Adjani,572,Jean-Hugues Anglade,164,1917
CS4396,David Duchovny,0,Robin Williams,49000,Mark Margolis,1000,Frank Langella,902,51441
CS4397,Mitchell Lichtenstein,53,Jess Weixler,386,Nathan Parsons,357,John Hensley,268,1511
CS4398,Lance Mungia,4,Jeffrey Falcon,33,Stephane Gauger,3,Kim De Angelo,0,36
CS4399,Kundan Shah,4,Karisma Kapoor,353,Bobby Deol,89,Shakti Kapoor,72,613
CS4400,Michael Dowse,31,Paul Kaye,326,Neil Maskell,246,Kate Magowan,137,865
CS4401,Hue Rhodes,0,Peter Dinklage,22000,Steve Buscemi,12000,Romany Malco,966,36885
CS4402,Shane Meadows,222,Bob Hoskins,5000,Annette Badland,497,Karl Collins,20,5535
CS4403,Roland Emmerich,776,Jeremy Irvine,25000,Caleb Landry Jones,463,Matt Craven,256,26176
CS4404,,,Joe Morton,780,Colin Ferguson,747,Salli Richardson-Whitfield,543,4280
CS4405,Jugal Hansraj,32,Saif Ali Khan,532,Sanjay Mishra,85,Javed Jaffrey,24,653
CS4406,Danny Provenzano,84,Vincent Pastore,584,Frank Vincent,356,Chuck Zito,267,1307
CS4407,Bill Muir,19,Alex Kendrick,589,Jansen Panettiere,488,Tiya Sircar,395,2522
CS4408,Richard LaGravenese,98,Anna Kendrick,10000,Jeremy Jordan,773,Charly Bivona,89,10869
CS4409,Noah Buschel,8,Merritt Wever,529,Amy Ryan,423,Paul Adelstein,399,2749
CS4410,Brian Yuzna,97,Melinda Clarke,787,Kent McCord,196,Sarah Douglas,163,1362
CS4411,Hunter Richards,11,Jason Statham,26000,Chris Evans,11000,Dane Cook,1000,39518
CS4412,Laurie Collyer,38,Brad William Henke,363,Kate Burton,223,Michelle Hurst,85,774
CS4413,Bruce McCulloch,54,Martin Starr,985,Megan Mullally,637,Chris Penn,455,3065
CS4414,Aaron Hann,0,Jordi Vilasuso,160,Michael McLafferty,152,Kaiwi Lyman-Mersereau,94,776
CS4415,James Watkins,43,Michael Fassbender,13000,Jack O'Connell,698,Lorraine Stanley,418,14561
CS4416,Catherine Hardwicke,308,Frances Fisher,638,James Kyson,449,Marlene Forte,395,2341
CS4417,Phil Claydon,6,MyAnna Buring,513,James Corden,480,Silvia Colloca,161,1593
CS4418,Ralph Ziman,5,Rapulana Seiphemo,29,Kenneth Nkosi,18,Robert Hobbs,12,86
CS4419,John Simpson,0,Colin Salmon,766,Lee Evans,312,Ian McNeice,268,1650
CS4420,Colin Minihan,6,Mackenzie Gray,253,Sean Rogerson,113,Ashleigh Gryzko,103,762
CS4421,Conor McMahon,5,Peter McQuinn,121,Tommy Knight,94,Jemma Curran,47,322
CS4422,Chris Shadley,0,Daniel Baldwin,413,William Lee Scott,167,Marc Macaulay,107,1149
CS4423,Simon Napier-Bell,0,Alice Cooper,674,Tim Rice,27,Louis Walsh,8,712
CS4424,Woody Allen,11000,Woody Allen,11000,Charlotte Rae,430,Louise Lasser,167,11700
CS4425,Simon Yin,0,Paul Sheehan,473,Linus Roache,303,Kathy Uyen,46,892
CS4426,Jeff Crook,5,Nicholas Gonzalez,601,Mario Cimarro,453,Ricardo Chavira,372,2395
CS4427,,,Steven Weber,685,Tim Daly,511,Amy Yasbeck,424,1884
CS4428,Orson Welles,0,Rita Hayworth,1000,Everett Sloane,29,Ted de Corsia,18,1055
CS4429,Dave Payne,0,Mircea Monroe,633,Lew Temple,597,Robert Pine,332,2620
CS4430,James Cox,10,Jake Gyllenhaal,15000,M.C. Gainey,284,Mark Rolston,171,15740
CS4431,Jonas Åkerlund,68,Noel Gugliemi,2000,Saffron Burrows,811,Matt Lucas,722,3683
CS4432,Brad Copeland,8,Sunil Narkar,34000,Ben Schwartz,463,Glenn Howerton,424,35796
CS4433,Paul Bunnell,5,Kate Maberly,416,Kevin McCarthy,403,Paul Williams,356,1611
CS4434,Phil Morrison,17,Sally Hawkins,594,Curtiss Cook,591,Peter Hermann,322,2020
CS4435,Harald Reinl,2,Christopher Lee,16000,Lex Barker,57,Karin Dor,51,16110
CS4436,James Cox,10,Jon Mack,924,Powers Boothe,472,Josh Meyers,293,2654
CS4437,Richard Lester,44,Buster Keaton,907,Zero Mostel,164,Phil Silvers,137,1807
CS4438,Michael Moore,909,Michael Moore,909,Eddie Vedder,562,Steve Earle,119,1674
CS4439,Tanner Beard,531,William McNamara,10000,Kevin Alejandro,1000,Glenn Morshower,894,15707
CS4440,Scott Dow,6,Trenton Rostedt,680,Wray Crawford,418,Dave Sheridan,233,1425
CS4441,Derick Martini,20000,Kevin Zegers,2000,Bella Heathcote,860,Tom Arnold,618,4968
CS4442,Jerry Dugan,3,Melissa Bolona,11000,Michael Aaron Milligan,1000,James Chalke,412,13583
CS4443,Tim Hunter,28,Keanu Reeves,18000,Daniel Roebuck,1000,Ione Skye,223,19649
CS4444,Michael Polish,35,Peter Coyote,548,Anthony Edwards,495,Jon Gries,482,2389
CS4445,William Kaufman,58,Paul McGillion,405,Mike 'The Miz' Mizanin,217,David Lewis,164,1204
CS4446,Rodrigo Cortés,89,Ryan Reynolds,16000,Samantha Mathis,517,Erik Palladino,263,17471
CS4447,Richard Ayoade,0,Craig Roberts,920,Paddy Considine,680,Sally Hawkins,594,3275
CS4448,Jehane Noujaim,63,Khalid Abdalla,161,Ahmed Hassan,10,Aida Elkashef,5,176
CS4449,Pascal Arnold,0,Karl E. Landler,533,Lizzie Brocheré,323,Pierre Perrier,164,1082
CS4450,Kimberly Peirce,108,Chloë Grace Moretz,17000,Judy Greer,2000,Portia Doubleday,534,20051
CS4451,Remo,168,Lauren Gottlieb,733,Remo,168,Prabhudheva,71,1182
CS4452,Wes Craven,0,Johnny Depp,40000,Lin Shaye,852,Amanda Wyss,574,42918
CS4453,James Marsh,120,Paul McGill,41,Philippe Petit,27,Jean-Louis Blondeau,0,68
CS4454,John Laing,0,Siobhan Marshall,42,Peter Feeney,40,Rachel Nash,3,90
CS4455,Jamal Hill,47,Logan Browning,628,Adam Ratcliffe,606,Faizon Love,585,4249
CS4456,Daniel Stamm,13,Caleb Landry Jones,463,Ashley Bell,400,Patrick Fabian,308,1958
CS4457,Sam Taylor-Johnson,456,Kristin Scott Thomas,1000,Ophelia Lovibond,548,Anne-Marie Duff,231,2032
CS4458,Elia Kazan,603,Marlon Brando,10000,Karl Malden,416,Kim Hunter,114,10570
CS4459,Stanley Kubrick,0,George C. Scott,654,Slim Pickens,575,Keenan Wynn,277,1991
CS4460,Carlos Carrera,12,Damián Alcázar,201,Ana Claudia Talancón,163,Pedro Armendáriz Jr.,67,546
CS4461,Benh Zeitlin,188,Quvenzhané Wallis,2000,Gina Montana,458,Dwight Henry,168,2658
CS4462,J. Lee Thompson,88,Roddy McDowall,595,Paul Williams,356,Claude Akins,196,1432
CS4463,Maggie Greenwald,9,Aidan Quinn,767,David Patrick Kelly,380,Jane Adams,280,2187
CS4464,Vera Farmiga,0,Donna Murphy,553,Bill Irwin,471,Michael Chernus,186,1439
CS4465,Vijay Chandar,0,Hansika Motwani,141,T.R. Silambarasan,77,Brahmanandam,61,349
CS4466,Morgan Spurlock,293,Quentin Tarantino,16000,J.J. Abrams,14000,Donald Trump,808,32405
CS4467,Jonathan Wacks,0,Steve Buscemi,12000,Gary Farmer,580,Jon Gries,482,14620
CS4468,Khyentse Norbu,28,Tshewang Dendup,0,Lhakpa Dorji,0,Sonam Kinga,0,0
CS4469,Ted Post,57,Clint Eastwood,16000,Bruce Dern,844,Alan Hale Jr.,426,18263
CS4470,Richard Brooks,174,Humphrey Bogart,2000,Jim Backus,399,Kim Hunter,114,2831
CS4471,Tony Krantz,15,George Newbern,647,Tom Cavanagh,642,Cas Anvar,491,2439
CS4472,Mitchell Altieri,9,Kimberley Crossman,467,Luke Edwards,258,Bree Williamson,165,1270
CS4473,W.D. Hogan,4,Tom Everett Scott,433,Keenan Tracey,108,Nicholas Carella,91,984
CS4474,Corey Grant,21,Christian Keyes,761,Essence Atkins,713,Tatyana Ali,685,4306
CS4475,Tom Tykwer,670,Moritz Bleibtreu,486,Ludger Pistor,37,Armin Rohde,34,623
CS4476,Lucky McKee,75,James Duval,701,Will Estes,461,Nora Zehetner,446,2489
CS4477,Richard Boddington,15,Natasha Henstridge,900,CJ Adams,450,Erin Pitt,120,1724
CS4478,David Hunt,0,Matthew Alan,86,Chris Cleveland,42,Circus-Szalewski,11,139
CS4479,Patricia Riggen,36,America Ferrera,953,Eugenio Derbez,399,Kate del Castillo,345,2198
CS4480,J. Lee Thompson,88,Roddy McDowall,595,Gordon Jump,70,John Randolph,67,941
CS4481,Todd Field,143,Tom Wilkinson,1000,Sissy Spacek,874,Karen Allen,783,3970
CS4482,Steven R. Monroe,68,Sarah Butler,635,Chad Lindberg,445,Daniel Franzese,374,2423
CS4483,Mark Illsley,3,Ally Walker,349,Illeana Douglas,347,Jeremy Northam,327,2095
CS4484,Pawel Pawlikowski,84,Paddy Considine,680,Natalie Press,46,Dean Andrews,34,763
CS4485,Ritesh Batra,25,Nawazuddin Siddiqui,638,Nimrat Kaur,85,Lillete Dubey,73,822
CS4486,Sally Potter,87,Shirley Henderson,887,Joan Allen,805,Stephanie Leonidas,420,2721
CS4487,Frank Capra,964,Jean Arthur,319,Ann Miller,302,Lionel Barrymore,275,1363
CS4488,Fred Zinnemann,160,Montgomery Clift,862,Donna Reed,488,Deborah Kerr,426,2247
CS4489,John Ford,673,Harry Carey Jr.,281,Ben Johnson,230,Victor McLaglen,89,955
CS4490,Brad J. Silverman,11,Shawnee Smith,651,Michael Welch,611,Anthony Reynolds,575,3894
CS4491,Dave Meyers,11,Eddie Griffin,489,Clifton Powell,469,Marla Gibbs,249,2196
CS4492,David M. Matthews,8,Essence Atkins,713,Lamman Rucker,607,Tempestt Bledsoe,394,3137
CS4493,Nadine Labaki,0,Yasmine Al Massri,227,Adel Karam,4,Nadine Labaki,0,231
CS4494,Lluís Quílez,0,Stephen Rea,327,Pixie Davies,51,Alejandro Furth,2,380
CS4495,Eytan Fox,21,Ohad Knoller,53,Lior Ashkenazi,30,Yousef 'Joe' Sweid,27,137
CS4496,Francis Ford Coppola,0,Harrison Ford,11000,Teri Garr,481,Cindy Williams,324,12157
CS4497,Romesh Sharma,0,Annabelle Wallis,421,Revathy,96,Bhoomika Chawla,45,622
CS4498,François Truffaut,0,Catherine Deneuve,963,Jean-Paul Belmondo,710,Michel Bouquet,21,1694
CS4499,Adam Goldberg,1000,Judy Greer,2000,Marisa Coughlan,163,Nicky Katt,127,2564
CS4500,Travis Zariwny,4,Dustin Ingram,427,Gage Golightly,253,Samuel Davis,114,992
CS4501,Zack Snyder,0,Ty Burrell,3000,Kevin Zegers,2000,Mekhi Phifer,1000,10438
CS4502,Adrienne Shelly,191,Lew Temple,597,Cheryl Hines,541,Eddie Jemison,336,1981
CS4503,Newt Arnold,15,Bolo Yeung,633,Donald Gibb,403,Ken Siu,49,1168
CS4504,Frank Capra,964,Claude Rains,607,Jean Arthur,319,Thomas Mitchell,248,1573
CS4505,Larry Clark,184,Rosario Dawson,3000,Leo Fitzpatrick,202,Justin Pierce,82,3310
CS4506,Noah Baumbach,387,William Baldwin,436,Elizabeth Meriwether,25,Owen Kline,18,479
CS4507,Charles Herman-Wurmfeld,0,Scott Cohen,378,Jennifer Westfeldt,321,Brian Stepanek,117,1173
CS4508,Yimou Zhang,611,Honglei Sun,9,Ni Yan,4,Dahong Ni,3,18
CS4509,John Stockwell,134,Matthew Ziff,260000,T.J. Storm,454,Sam Medina,354,261818
CS4510,Alfred Hitchcock,13000,Norman Lloyd,472,Rhonda Fleming,239,Leo G. Carroll,82,896
CS4511,Atom Egoyan,460,Bruce Greenwood,991,Mia Kirshner,971,Sarah Polley,900,2990
CS4512,Vincent Gallo,787,Anjelica Huston,1000,Vincent Gallo,787,Jan-Michael Vincent,642,4762
CS4513,James Wan,0,Lin Shaye,852,Barbara Hershey,618,Philip Friedman,588,3030
CS4514,Alex Cox,92,Del Zamora,752,Tracey Walter,324,Miguel Sandoval,166,1652
CS4515,Fabián Bielinsky,44,Ricardo Darín,827,Gastón Pauls,22,Leticia Brédice,7,856
CS4516,Dror Moreh,4,Ami Ayalon,0,Yuval Diskin,0,Yaakov Peri,0,0
CS4517,Rebecca Miller,58,Beau Bridges,552,Susanna Thompson,265,Ryan McDonald,42,859
